phase,iteration,mean_reward
final_audited,0,5.6673455238342285
final_audited,1,18.377416610717773
final_audited,2,19.137418746948242
final_audited,3,16.613815307617188
final_audited,4,16.09866714477539
final_audited,5,18.662654876708984
final_audited,6,17.95856475830078
final_audited,7,19.607206344604492
final_audited,8,22.112171173095703
final_audited,9,23.226734161376953
final_audited,10,25.309127807617188
final_audited,11,26.44273567199707
final_audited,12,29.839401245117188
final_audited,13,31.363941192626953
final_audited,14,31.581876754760742
final_audited,15,32.0481071472168
final_audited,16,30.474456787109375
final_audited,17,34.77260971069336
final_audited,18,35.21356964111328
final_audited,19,36.10286331176758
final_audited,20,33.827484130859375
final_audited,21,33.41004180908203
final_audited,22,36.850677490234375
final_audited,23,36.269447326660156
final_audited,24,37.59565353393555
final_audited,25,38.155155181884766
final_audited,26,38.54944610595703
final_audited,27,41.66659164428711
final_audited,28,38.8378791809082
final_audited,29,39.73260498046875
final_audited,30,41.16654968261719
final_audited,31,45.186317443847656
final_audited,32,45.24976348876953
final_audited,33,44.557106018066406
final_audited,34,42.237388610839844
final_audited,35,43.99775695800781
final_audited,36,43.59604263305664
final_audited,37,45.15967559814453
final_audited,38,46.16769790649414
final_audited,39,48.805328369140625
final_audited,40,47.132808685302734
final_audited,41,50.79468536376953
final_audited,42,47.779273986816406
final_audited,43,50.17555236816406
final_audited,44,52.76885986328125
final_audited,45,56.267574310302734
final_audited,46,61.26114273071289
final_audited,47,53.01459503173828
final_audited,48,56.67839050292969
final_audited,49,55.44365310668945
final_audited,50,54.77185821533203
final_audited,51,52.04936599731445
final_audited,52,56.30900573730469
final_audited,53,56.61500549316406
final_audited,54,56.35608673095703
final_audited,55,60.24341583251953
final_audited,56,55.731292724609375
final_audited,57,55.84469985961914
final_audited,58,60.544246673583984
final_audited,59,62.296451568603516
final_audited,60,60.09046173095703
final_audited,61,61.7805061340332
final_audited,62,61.69725799560547
final_audited,63,61.628170013427734
final_audited,64,65.88713073730469
final_audited,65,61.2745475769043
final_audited,66,59.31876754760742
final_audited,67,61.37457275390625
final_audited,68,62.44053268432617
final_audited,69,61.040462493896484
final_audited,70,60.785423278808594
final_audited,71,62.093589782714844
final_audited,72,59.904048919677734
final_audited,73,64.58745574951172
final_audited,74,61.2529296875
final_audited,75,65.5964126586914
final_audited,76,63.00360870361328
final_audited,77,62.161590576171875
final_audited,78,62.43962478637695
final_audited,79,66.05915069580078
final_audited,80,68.13033294677734
final_audited,81,64.96595764160156
final_audited,82,66.75016784667969
final_audited,83,66.81521606445312
final_audited,84,66.12675476074219
final_audited,85,63.23486328125
final_audited,86,67.07946014404297
final_audited,87,64.64385223388672
final_audited,88,66.90151977539062
final_audited,89,69.80252838134766
final_audited,90,67.44141387939453
final_audited,91,64.6246337890625
final_audited,92,70.29581451416016
final_audited,93,73.57404327392578
final_audited,94,68.48602294921875
final_audited,95,69.7253646850586
final_audited,96,66.1323471069336
final_audited,97,68.43604278564453
final_audited,98,65.76054382324219
final_audited,99,67.32238006591797
final_audited,100,69.94618225097656
final_audited,101,66.20574188232422
final_audited,102,63.67321014404297
final_audited,103,65.08354187011719
final_audited,104,69.88333129882812
final_audited,105,67.68315887451172
final_audited,106,66.99279022216797
final_audited,107,67.09993743896484
final_audited,108,64.81499481201172
final_audited,109,71.76641845703125
final_audited,110,71.4818344116211
final_audited,111,71.04751586914062
final_audited,112,67.67574310302734
final_audited,113,65.3692626953125
final_audited,114,70.51438903808594
final_audited,115,66.64855194091797
final_audited,116,64.17713928222656
final_audited,117,61.38880157470703
final_audited,118,67.5867691040039
final_audited,119,68.58638000488281
final_audited,120,71.94126892089844
final_audited,121,71.07542419433594
final_audited,122,69.00232696533203
final_audited,123,65.25907897949219
final_audited,124,66.57579803466797
final_audited,125,72.39662170410156
final_audited,126,70.44828796386719
final_audited,127,69.61519622802734
final_audited,128,70.05963134765625
final_audited,129,67.49320220947266
final_audited,130,74.8065185546875
final_audited,131,70.91703033447266
final_audited,132,71.29875183105469
final_audited,133,71.21004486083984
final_audited,134,66.78902435302734
final_audited,135,68.15794372558594
final_audited,136,69.7738265991211
final_audited,137,68.62664031982422
final_audited,138,69.9090347290039
final_audited,139,69.76651000976562
final_audited,140,74.10031127929688
final_audited,141,69.52091217041016
final_audited,142,69.37481689453125
final_audited,143,72.36780548095703
final_audited,144,73.33587646484375
final_audited,145,71.20359802246094
final_audited,146,72.0332260131836
final_audited,147,71.46360778808594
final_audited,148,71.28067016601562
final_audited,149,67.72560119628906
final_audited,150,71.61421203613281
final_audited,151,69.5306167602539
final_audited,152,68.12024688720703
final_audited,153,67.35281372070312
final_audited,154,73.59918975830078
final_audited,155,69.4495849609375
final_audited,156,72.46487426757812
final_audited,157,71.26786804199219
final_audited,158,70.46365356445312
final_audited,159,73.42422485351562
final_audited,160,71.97982788085938
final_audited,161,71.33114624023438
final_audited,162,72.15928649902344
final_audited,163,69.88652038574219
final_audited,164,69.35393524169922
final_audited,165,66.45919036865234
final_audited,166,69.76090240478516
final_audited,167,71.88977813720703
final_audited,168,71.95787048339844
final_audited,169,73.11200714111328
final_audited,170,70.74657440185547
final_audited,171,70.75712585449219
final_audited,172,72.22661590576172
final_audited,173,70.9487533569336
final_audited,174,71.2751693725586
final_audited,175,71.73947143554688
final_audited,176,71.86636352539062
final_audited,177,73.499755859375
final_audited,178,69.87924194335938
final_audited,179,67.94194793701172
final_audited,180,70.74583435058594
final_audited,181,72.03477478027344
final_audited,182,72.72853088378906
final_audited,183,69.86172485351562
final_audited,184,66.7509536743164
final_audited,185,73.23471069335938
final_audited,186,70.16301727294922
final_audited,187,72.912841796875
final_audited,188,74.32402038574219
final_audited,189,70.47937774658203
final_audited,190,74.8017349243164
final_audited,191,70.00950622558594
final_audited,192,65.15010070800781
final_audited,193,70.78115844726562
final_audited,194,72.83335876464844
final_audited,195,67.33336639404297
final_audited,196,68.19744873046875
final_audited,197,71.07096862792969
final_audited,198,70.89607238769531
final_audited,199,69.32579803466797
final_audited,200,70.680419921875
final_audited,201,71.03160858154297
final_audited,202,72.8637466430664
final_audited,203,70.22758483886719
final_audited,204,74.1732177734375
final_audited,205,71.83885955810547
final_audited,206,71.58517456054688
final_audited,207,71.2850112915039
final_audited,208,71.70670318603516
