phase,iteration,mean_reward
final_audited,0,16.056148529052734
final_audited,1,11.740948677062988
final_audited,2,6.937191486358643
final_audited,3,4.421088695526123
final_audited,4,2.080596923828125
final_audited,5,1.188938021659851
final_audited,6,2.049086093902588
final_audited,7,3.078829765319824
final_audited,8,2.760453939437866
final_audited,9,-1.7626622915267944
final_audited,10,0.24128828942775726
final_audited,11,4.2418317794799805
final_audited,12,4.267430782318115
final_audited,13,2.3265535831451416
final_audited,14,1.578124761581421
final_audited,15,-3.1203601360321045
final_audited,16,-2.0646965503692627
final_audited,17,-0.4302350580692291
final_audited,18,1.783393383026123
final_audited,19,-0.4328913390636444
final_audited,20,0.914943277835846
final_audited,21,1.5870095491409302
final_audited,22,-0.6506471037864685
final_audited,23,3.2708961963653564
final_audited,24,-1.0855883359909058
final_audited,25,1.9870896339416504
final_audited,26,4.589553356170654
final_audited,27,1.399449348449707
final_audited,28,3.0625526905059814
final_audited,29,0.2292623370885849
final_audited,30,-0.30553925037384033
final_audited,31,-1.4207416772842407
final_audited,32,6.184739112854004
final_audited,33,0.313999742269516
final_audited,34,1.8139474391937256
final_audited,35,3.7004520893096924
final_audited,36,-0.20558035373687744
final_audited,37,-2.769737482070923
final_audited,38,-0.4483333230018616
final_audited,39,-3.470452308654785
final_audited,40,1.8054324388504028
final_audited,41,3.755727529525757
final_audited,42,1.2973384857177734
final_audited,43,-1.1668537855148315
final_audited,44,4.107375144958496
final_audited,45,3.0728323459625244
final_audited,46,-4.300540447235107
final_audited,47,-1.8992060422897339
final_audited,48,-3.4646124839782715
final_audited,49,0.2611793875694275
final_audited,50,1.0307554006576538
final_audited,51,-0.04828327149152756
final_audited,52,2.174795627593994
final_audited,53,-0.09268881380558014
final_audited,54,2.580005407333374
final_audited,55,1.141340732574463
final_audited,56,2.802448034286499
final_audited,57,0.4381060302257538
final_audited,58,3.4203040599823
final_audited,59,1.7772711515426636
final_audited,60,0.8383060097694397
final_audited,61,1.4164968729019165
final_audited,62,2.5179598331451416
final_audited,63,0.6774827241897583
final_audited,64,-0.609801709651947
final_audited,65,1.4251052141189575
final_audited,66,-2.5027518272399902
final_audited,67,3.51241397857666
final_audited,68,2.6832234859466553
final_audited,69,1.200064778327942
final_audited,70,-2.303180456161499
final_audited,71,-0.16760241985321045
final_audited,72,-3.4333465099334717
final_audited,73,2.000720977783203
final_audited,74,-3.4866936206817627
final_audited,75,-1.691575527191162
final_audited,76,0.2420608103275299
final_audited,77,-1.7401509284973145
final_audited,78,-1.6861978769302368
final_audited,79,0.8690639138221741
final_audited,80,-0.5068444609642029
final_audited,81,0.5914204120635986
final_audited,82,-0.7136712670326233
final_audited,83,-2.7282958030700684
final_audited,84,-1.1357240676879883
final_audited,85,-1.937094807624817
final_audited,86,-1.5097925662994385
final_audited,87,-0.4463637173175812
final_audited,88,-0.055022064596414566
final_audited,89,0.7891225814819336
final_audited,90,2.3882226943969727
final_audited,91,2.9658939838409424
final_audited,92,4.290282726287842
final_audited,93,5.948217391967773
final_audited,94,5.944332122802734
final_audited,95,8.28580093383789
final_audited,96,9.631012916564941
final_audited,97,12.893441200256348
final_audited,98,14.758085250854492
final_audited,99,16.40639305114746
final_audited,100,19.061494827270508
final_audited,101,21.264726638793945
final_audited,102,23.878665924072266
final_audited,103,22.457693099975586
final_audited,104,26.299209594726562
final_audited,105,25.305801391601562
final_audited,106,27.328094482421875
final_audited,107,28.026315689086914
final_audited,108,28.957807540893555
final_audited,109,28.82326316833496
final_audited,110,28.98352813720703
final_audited,111,29.575782775878906
final_audited,112,29.802637100219727
final_audited,113,30.629976272583008
final_audited,114,30.544191360473633
final_audited,115,31.064254760742188
final_audited,116,31.25227928161621
final_audited,117,31.34414291381836
final_audited,118,30.464984893798828
final_audited,119,32.065284729003906
final_audited,120,31.833053588867188
final_audited,121,30.777658462524414
final_audited,122,31.956453323364258
final_audited,123,32.23523712158203
final_audited,124,32.647193908691406
final_audited,125,32.97194290161133
final_audited,126,33.3748893737793
final_audited,127,33.38867950439453
final_audited,128,33.80577850341797
final_audited,129,34.13148880004883
final_audited,130,34.21257781982422
final_audited,131,34.59614562988281
final_audited,132,34.83719253540039
final_audited,133,34.835716247558594
final_audited,134,35.07858657836914
final_audited,135,35.254398345947266
final_audited,136,35.31355667114258
final_audited,137,35.703285217285156
final_audited,138,35.89667510986328
final_audited,139,36.01344680786133
final_audited,140,36.44961929321289
final_audited,141,36.66115951538086
final_audited,142,36.75815963745117
final_audited,143,37.16677474975586
final_audited,144,37.1517219543457
final_audited,145,37.34303283691406
final_audited,146,37.82674789428711
final_audited,147,38.068946838378906
final_audited,148,38.36492156982422
final_audited,149,38.31378936767578
final_audited,150,38.39923095703125
final_audited,151,38.594058990478516
final_audited,152,38.937400817871094
final_audited,153,38.2339973449707
final_audited,154,38.154823303222656
final_audited,155,38.562984466552734
final_audited,156,39.0837516784668
final_audited,157,39.20897674560547
final_audited,158,38.95145797729492
final_audited,159,38.24652862548828
final_audited,160,38.490509033203125
final_audited,161,38.64547348022461
final_audited,162,38.54450225830078
final_audited,163,39.00940704345703
final_audited,164,39.069793701171875
final_audited,165,39.261226654052734
final_audited,166,39.63632583618164
final_audited,167,39.42707824707031
final_audited,168,39.79525375366211
final_audited,169,39.83971405029297
final_audited,170,40.04925537109375
final_audited,171,40.43867111206055
final_audited,172,40.58571243286133
final_audited,173,40.60854721069336
final_audited,174,40.80894470214844
final_audited,175,40.96284103393555
final_audited,176,41.39905548095703
final_audited,177,41.382354736328125
final_audited,178,41.57691192626953
final_audited,179,41.81695556640625
final_audited,180,41.93824005126953
final_audited,181,42.26572036743164
final_audited,182,42.54920196533203
final_audited,183,42.653770446777344
final_audited,184,42.88107681274414
final_audited,185,43.06616973876953
final_audited,186,43.013248443603516
final_audited,187,43.46689987182617
final_audited,188,43.475616455078125
final_audited,189,43.537452697753906
final_audited,190,43.88763427734375
final_audited,191,43.99885177612305
final_audited,192,44.32677459716797
final_audited,193,44.04422378540039
final_audited,194,44.52173614501953
final_audited,195,44.76358413696289
final_audited,196,44.771873474121094
final_audited,197,45.07560348510742
final_audited,198,45.21609115600586
final_audited,199,45.19023132324219
final_audited,200,45.359432220458984
final_audited,201,45.70020294189453
final_audited,202,45.743507385253906
final_audited,203,45.87919998168945
final_audited,204,45.864845275878906
final_audited,205,45.97907638549805
final_audited,206,46.24568176269531
final_audited,207,46.321563720703125
final_audited,208,46.45261764526367
final_audited,209,46.546653747558594
final_audited,210,46.52670669555664
final_audited,211,46.6995849609375
final_audited,212,46.89316940307617
final_audited,213,46.89311599731445
final_audited,214,47.15317153930664
final_audited,215,47.16074752807617
final_audited,216,47.25811767578125
final_audited,217,47.54473876953125
final_audited,218,47.45996856689453
final_audited,219,47.78590393066406
final_audited,220,47.74368667602539
final_audited,221,47.893550872802734
final_audited,222,48.156959533691406
final_audited,223,48.13846969604492
final_audited,224,48.313133239746094
final_audited,225,48.354095458984375
final_audited,226,48.52230453491211
final_audited,227,48.34549331665039
final_audited,228,48.75722885131836
final_audited,229,48.746299743652344
final_audited,230,48.962890625
final_audited,231,49.2690315246582
final_audited,232,49.292945861816406
final_audited,233,49.29618453979492
final_audited,234,49.44247817993164
final_audited,235,49.44385528564453
final_audited,236,49.653804779052734
final_audited,237,49.891029357910156
final_audited,238,49.91012954711914
final_audited,239,49.984134674072266
final_audited,240,49.95594787597656
final_audited,241,50.005855560302734
final_audited,242,50.118125915527344
final_audited,243,50.30786895751953
final_audited,244,50.36287307739258
final_audited,245,50.359527587890625
final_audited,246,50.63536834716797
final_audited,247,50.639068603515625
final_audited,248,50.74337387084961
final_audited,249,50.8121337890625
final_audited,250,50.94963455200195
final_audited,251,51.08145523071289
final_audited,252,51.21449279785156
final_audited,253,51.11249542236328
final_audited,254,50.91590118408203
final_audited,255,51.37302017211914
final_audited,256,51.345855712890625
final_audited,257,51.66869354248047
final_audited,258,51.757328033447266
final_audited,259,51.886470794677734
final_audited,260,51.87678909301758
final_audited,261,52.02830505371094
final_audited,262,52.30852127075195
final_audited,263,52.25752639770508
final_audited,264,52.282936096191406
final_audited,265,52.43763732910156
final_audited,266,52.452266693115234
final_audited,267,52.51607894897461
final_audited,268,52.66987991333008
final_audited,269,52.9105339050293
final_audited,270,52.91839599609375
final_audited,271,52.95568084716797
final_audited,272,53.0843391418457
final_audited,273,53.10573196411133
final_audited,274,53.137447357177734
final_audited,275,53.284950256347656
final_audited,276,53.168758392333984
final_audited,277,53.32378005981445
final_audited,278,53.383792877197266
final_audited,279,53.40378189086914
final_audited,280,53.07419204711914
final_audited,281,53.51005554199219
final_audited,282,53.65989303588867
final_audited,283,53.67120361328125
final_audited,284,53.690818786621094
final_audited,285,53.81949234008789
final_audited,286,53.952362060546875
final_audited,287,53.96369171142578
final_audited,288,54.00088882446289
final_audited,289,54.085384368896484
final_audited,290,54.19358444213867
final_audited,291,54.11753845214844
final_audited,292,54.299896240234375
final_audited,293,54.28217315673828
final_audited,294,54.38392639160156
final_audited,295,54.458187103271484
final_audited,296,54.554561614990234
final_audited,297,54.50676345825195
final_audited,298,54.612754821777344
final_audited,299,54.65778350830078
final_audited,300,54.80513000488281
final_audited,301,54.82628631591797
final_audited,302,54.8792610168457
final_audited,303,54.84495544433594
final_audited,304,54.90544509887695
final_audited,305,54.8810920715332
final_audited,306,54.924171447753906
final_audited,307,55.04637145996094
final_audited,308,55.13418960571289
final_audited,309,55.0361328125
final_audited,310,55.27503967285156
final_audited,311,55.22210693359375
final_audited,312,55.51164627075195
final_audited,313,55.47821807861328
final_audited,314,55.46456527709961
final_audited,315,55.530494689941406
final_audited,316,55.68430709838867
final_audited,317,55.8105583190918
final_audited,318,55.84916687011719
final_audited,319,55.84730911254883
final_audited,320,55.96420669555664
final_audited,321,56.020877838134766
final_audited,322,56.08314895629883
final_audited,323,56.132659912109375
final_audited,324,56.227256774902344
final_audited,325,56.35429000854492
final_audited,326,56.44463348388672
final_audited,327,56.590084075927734
final_audited,328,56.5581169128418
